"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"21.59";"http://www.bulksupplements.com/phenylethylamine-hcl-250g-pure-powder.html";"Phenylethylamine HCL | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_301.jpg";"<p style=\"text-align: justify;\">Phenylethylamine (PEA) HCL is what is known as a neuromodulator. This means that it is able to control the hormones in the body, releasing more Acetylcholine and Dopamine, thereby stimulating the brain to feel certain moods, deal with stress, and focus on things. PEA is derived from L-Phenylalanine through the process of Decarboxylation.</p><p style=\"text-align: justify;\">Phenylethylamine Hydrochloride can be found in such food sources as chocolate, but unfortunately the body’s natural metabolic process is too rapid for PEA HCL to actually be absorbed into the system correctly. Therefore, food sources are not ideal for the purposes of supplementing PEA HCL.</p>";"PhHCL-250";"Y";"69";"1";"0"
"35.65";"http://www.bulksupplements.com/phenylethylamine-hcl-500g-pure-powder.html";"Phenylethylamine HCL | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_302.jpg";"<p style=\"text-align: justify;\">Phenylethylamine (PEA) HCL is what is known as a neuromodulator. This means that it is able to control the hormones in the body, releasing more Acetylcholine and Dopamine, thereby stimulating the brain to feel certain moods, deal with stress, and focus on things. PEA is derived from L-Phenylalanine through the process of Decarboxylation.</p><p style=\"text-align: justify;\">Phenylethylamine Hydrochloride can be found in such food sources as chocolate, but unfortunately the body’s natural metabolic process is too rapid for PEA HCL to actually be absorbed into the system correctly. Therefore, food sources are not ideal for the purposes of supplementing PEA HCL.</p>";"PhHCL-500";"Y";"62";"1";"0"
"58.36";"http://www.bulksupplements.com/phenylethylamine-hcl-1kg-pure-powder.html";"Phenylethylamine HCL | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_303.jpg";"<p style=\"text-align: justify;\">Phenylethylamine (PEA) HCL is what is known as a neuromodulator. This means that it is able to control the hormones in the body, releasing more Acetylcholine and Dopamine, thereby stimulating the brain to feel certain moods, deal with stress, and focus on things. PEA is derived from L-Phenylalanine through the process of Decarboxylation.</p><p style=\"text-align: justify;\">Phenylethylamine Hydrochloride can be found in such food sources as chocolate, but unfortunately the body’s natural metabolic process is too rapid for PEA HCL to actually be absorbed into the system correctly. Therefore, food sources are not ideal for the purposes of supplementing PEA HCL.</p>";"PhHCL-1KG";"Y";"77";"1";"0"
"255.19";"http://www.bulksupplements.com/phenylethylamine-hcl-5kg-pure-powder.html";"Phenylethylamine HCL | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_304.jpg";"<p style=\"text-align: justify;\">Phenylethylamine (PEA) HCL is what is known as a neuromodulator. This means that it is able to control the hormones in the body, releasing more Acetylcholine and Dopamine, thereby stimulating the brain to feel certain moods, deal with stress, and focus on things. PEA is derived from L-Phenylalanine through the process of Decarboxylation.</p><p style=\"text-align: justify;\">Phenylethylamine Hydrochloride can be found in such food sources as chocolate, but unfortunately the body’s natural metabolic process is too rapid for PEA HCL to actually be absorbed into the system correctly. Therefore, food sources are not ideal for the purposes of supplementing PEA HCL.</p>";"PhHCL-5KG";"Y";"4985";"1";"0"
"731.05";"http://www.bulksupplements.com/phenylethylamine-hcl-25kg-pure-powder.html";"Phenylethylamine HCL | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_305.jpg";"<p style=\"text-align: justify;\">Phenylethylamine (PEA) HCL is what is known as a neuromodulator. This means that it is able to control the hormones in the body, releasing more Acetylcholine and Dopamine, thereby stimulating the brain to feel certain moods, deal with stress, and focus on things. PEA is derived from L-Phenylalanine through the process of Decarboxylation.</p><p style=\"text-align: justify;\">Phenylethylamine Hydrochloride can be found in such food sources as chocolate, but unfortunately the body’s natural metabolic process is too rapid for PEA HCL to actually be absorbed into the system correctly. Therefore, food sources are not ideal for the purposes of supplementing PEA HCL.</p>";"PhHCL-25KG";"N";"0";"1";"0"
"14.02";"http://www.bulksupplements.com/spirulina-powder-250g-pure-powder.html";"Spirulina Powder | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_92.jpg";"<p style=\"text-align: justify;\">Spirulina Plantensis is an edible food supplement version of a microscopic algae organism with a blue-green hue. Each organism is made up of a single cell, and can be found in a variety of different watery environments including marine, tropical, and salt pan regions.</p><p style=\"text-align: justify;\">This plant is considered one of the earliest forms of life and goes back many millions of years. It can be consumed as a food, or as a food supplement. Humans have been using it for centuries because it has a wide variety of vitamins and nutrients present in it and can help people sustain their lives and general well being on a budget. Even though it is difficult to farm, because of its popularity it is making way for a new type of farming dedicated purely towards microorganisms since this alone is such a useful food source.</p>";"SPIR-250";"Y";"138";"1";"0"
"20.51";"http://www.bulksupplements.com/spirulina-powder-500g-pure-powder.html";"Spirulina Powder | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_93.jpg";"<p style=\"text-align: justify;\">Spirulina Plantensis is an edible food supplement version of a microscopic algae organism with a blue-green hue. Each organism is made up of a single cell, and can be found in a variety of different watery environments including marine, tropical, and salt pan regions.</p><p style=\"text-align: justify;\">This plant is considered one of the earliest forms of life and goes back many millions of years. It can be consumed as a food, or as a food supplement. Humans have been using it for centuries because it has a wide variety of vitamins and nutrients present in it and can help people sustain their lives and general well being on a budget. Even though it is difficult to farm, because of its popularity it is making way for a new type of farming dedicated purely towards microorganisms since this alone is such a useful food source.</p>";"SPIR-500";"Y";"574";"1";"0"
"29.16";"http://www.bulksupplements.com/spirulina-powder-1kg-pure-powder.html";"Spirulina Powder | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_94.jpg";"<p style=\"text-align: justify;\">Spirulina Plantensis is an edible food supplement version of a microscopic algae organism with a blue-green hue. Each organism is made up of a single cell, and can be found in a variety of different watery environments including marine, tropical, and salt pan regions.</p><p style=\"text-align: justify;\">This plant is considered one of the earliest forms of life and goes back many millions of years. It can be consumed as a food, or as a food supplement. Humans have been using it for centuries because it has a wide variety of vitamins and nutrients present in it and can help people sustain their lives and general well being on a budget. Even though it is difficult to farm, because of its popularity it is making way for a new type of farming dedicated purely towards microorganisms since this alone is such a useful food source.</p>";"SPIR-1KG";"Y";"103";"1";"0"
"125.41";"http://www.bulksupplements.com/spirulina-powder-5kg-pure-powder.html";"Spirulina Powder | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_95.jpg";"<p style=\"text-align: justify;\">Spirulina Plantensis is an edible food supplement version of a microscopic algae organism with a blue-green hue. Each organism is made up of a single cell, and can be found in a variety of different watery environments including marine, tropical, and salt pan regions.</p><p style=\"text-align: justify;\">This plant is considered one of the earliest forms of life and goes back many millions of years. It can be consumed as a food, or as a food supplement. Humans have been using it for centuries because it has a wide variety of vitamins and nutrients present in it and can help people sustain their lives and general well being on a budget. Even though it is difficult to farm, because of its popularity it is making way for a new type of farming dedicated purely towards microorganisms since this alone is such a useful food source.</p>";"SPIR-5KG";"Y";"4948";"1";"0"
"460.68";"http://www.bulksupplements.com/spirulina-powder-25kg-pure-powder.html";"Spirulina Powder | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_96.jpg";"<p style=\"text-align: justify;\">Spirulina Plantensis is an edible food supplement version of a microscopic algae organism with a blue-green hue. Each organism is made up of a single cell, and can be found in a variety of different watery environments including marine, tropical, and salt pan regions.</p><p style=\"text-align: justify;\">This plant is considered one of the earliest forms of life and goes back many millions of years. It can be consumed as a food, or as a food supplement. Humans have been using it for centuries because it has a wide variety of vitamins and nutrients present in it and can help people sustain their lives and general well being on a budget. Even though it is difficult to farm, because of its popularity it is making way for a new type of farming dedicated purely towards microorganisms since this alone is such a useful food source.</p>";"SPIR-25KG";"Y";"52";"1";"0"
"19.42";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-100g-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_446.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-100";"Y";"102";"1";"0"
"31.32";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-250g-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_447.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-250";"Y";"30";"1";"0"
"52.95";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-500g-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_448.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-500";"Y";"117";"1";"0"
"90.80";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-1kg-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_449.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-1KG";"Y";"26";"1";"0"
"409.85";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-5kg-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_450.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-5KG";"Y";"4993";"1";"0"
"1462.14";"http://www.bulksupplements.com/vitamin-b5-calcium-pantothenate-25kg-pure-powder.html";"Vitamin B5 Calcium Pantothenate | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_451.jpg";"<p style=\"text-align: justify;\">Pantothenic Acid or as it is usually referred to, Vitamin B5, is a water soluble vitamin that is actually necessary for sustaining life. This is especially true for humans who need Pantothenic Acid to facilitate the activity of a variety of life sustaining enzymes.</p>";"B5CP-25KG";"Y";"3";"1";"0"
"11.85";"http://www.bulksupplements.com/biotin-1-vitamin-b7-100g-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_424.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-100";"Y";"273";"1";"0"
"15.10";"http://www.bulksupplements.com/biotin-1-vitamin-b7-250g-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_425.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-250";"Y";"283";"1";"0"
"22.67";"http://www.bulksupplements.com/biotin-1-vitamin-b7-500g-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_426.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-500";"Y";"29";"1";"0"
"32.40";"http://www.bulksupplements.com/biotin-1-vitamin-b7-1kg-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_427.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-1KG";"Y";"5";"1";"0"
"137.31";"http://www.bulksupplements.com/biotin-1-vitamin-b7-5kg-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_428.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-5KG";"Y";"49979";"1";"0"
"347.12";"http://www.bulksupplements.com/biotin-1-vitamin-b7-25kg-pure-powder.html";"Biotin 1% (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_429.jpg";"<p style=\"text-align: justify;\">Biotin 1% is essentially a mixture of both DiCalcium Phosphate and Biotin. In this mixture, Biotin takes the role of acting as Vitamin B7 which is an essential nutrient for the body.</p><p style=\"text-align: justify;\">Biotin is by far one of the most essential nutrients that humans, plants, and just about all other living organisms must consistently consume because of all of the complex operations it is involved in. Unfortunately the only organisms that can correctly synthesize it happen to be plants, such as algae and mold as well as yeast and bacteria. The attribute that makes Biotin so essential is that it assists in the transfer of carbon dioxide meaning without it, the body would not be able to correctly metabolize fat and carbohydrates.</p>";"BIO-25KG";"Y";"4";"1";"0"
"36.73";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-10g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_342.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-10";"Y";"230";"1";"0"
"72.42";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-25g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_343.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-25";"Y";"233";"1";"0"
"134.06";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-50g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_344.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-50";"Y";"68";"1";"0"
"205.44";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-100g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_345.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-100";"Y";"47";"1";"0"
"497.45";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-250g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_346.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-250";"Y";"14";"1";"0"
"986.28";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-500g-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_347.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-500";"Y";"5";"1";"0"
"1959.63";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-1kg-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_348.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-1KG";"Y";"9";"1";"0"
"8569.76";"http://www.bulksupplements.com/pure-biotin-vitamin-b7-5kg-pure-powder.html";"Pure Biotin (Vitamin B7) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_349.jpg";"<p style=\"text-align: justify;\">Unlike Biotin 1% which has a 99% Mannitol filler, Biotin pharmaceutical grade has no fillers meant to make it more robust, and it is not cut with anything else. It is a very potent form of the Vitamin B7.</p><p style=\"text-align: justify;\">Biotin is one of the most important chemicals that is made use of in the physiological processes of humans, animals, plants and just about all other living organisms. Also those synthesized from plants, algae, molds, and bacteria, it indirectly assists in the transfer of carbon dioxide by acting as a Coenzyme; therefore acting as an essential ingredient in the metabolic process for fats and carbohydrates, which breaks them down to be used as energy later.</p>";"PURBIO-5KG";"Y";"1";"1";"0"
"19.42";"http://www.bulksupplements.com/riboflavin-vitamin-b2-50g-pure-powder.html";"Riboflavin (Vitamin B2) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_4.jpg";"<p style=\"text-align: justify;\">Riboflavin is another name for Vitamin B2. It is a necessary ingredient in many different metabolic processes that help to sustain cells with energy and also keep them healthy and growing. It does this by turning fats, proteins, and carbohydrates into energy post-metabolism by synthesizing sterols and fatty acids. Also, in terms of how it interacts with outside forces such as heat and acid, it is far more stable than the other B chain vitamin, B1 which is prone to act up on occasion.</p>";"RIBO-50";"Y";"457";"1";"0"
"20.51";"http://www.bulksupplements.com/riboflavin-vitamin-b2-100g-pure-powder.html";"Riboflavin (Vitamin B2) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_5.jpg";"<p style=\"text-align: justify;\">Riboflavin is another name for Vitamin B2. It is a necessary ingredient in many different metabolic processes that help to sustain cells with energy and also keep them healthy and growing. It does this by turning fats, proteins, and carbohydrates into energy post-metabolism by synthesizing sterols and fatty acids. Also, in terms of how it interacts with outside forces such as heat and acid, it is far more stable than the other B chain vitamin, B1 which is prone to act up on occasion.</p>";"RIBO-100";"Y";"431";"1";"0"
"33.48";"http://www.bulksupplements.com/riboflavin-vitamin-b2-250g-pure-powder.html";"Riboflavin (Vitamin B2) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_6.jpg";"<p style=\"text-align: justify;\">Riboflavin is another name for Vitamin B2. It is a necessary ingredient in many different metabolic processes that help to sustain cells with energy and also keep them healthy and growing. It does this by turning fats, proteins, and carbohydrates into energy post-metabolism by synthesizing sterols and fatty acids. Also, in terms of how it interacts with outside forces such as heat and acid, it is far more stable than the other B chain vitamin, B1 which is prone to act up on occasion.</p>";"RIBO-250";"Y";"142";"1";"0"
"57.28";"http://www.bulksupplements.com/riboflavin-vitamin-b2-500g-pure-powder.html";"Riboflavin (Vitamin B2) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_7.jpg";"<p style=\"text-align: justify;\">Riboflavin is another name for Vitamin B2. It is a necessary ingredient in many different metabolic processes that help to sustain cells with energy and also keep them healthy and growing. It does this by turning fats, proteins, and carbohydrates into energy post-metabolism by synthesizing sterols and fatty acids. Also, in terms of how it interacts with outside forces such as heat and acid, it is far more stable than the other B chain vitamin, B1 which is prone to act up on occasion.</p>";"RIBO-500";"Y";"115";"1";"0"
"97.29";"http://www.bulksupplements.com/riboflavin-vitamin-b2-1kg-pure-powder.html";"Riboflavin (Vitamin B2) | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Vitamins";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_8.jpg";"<p style=\"text-align: justify;\">Riboflavin is another name for Vitamin B2. It is a necessary ingredient in many different metabolic processes that help to sustain cells with energy and also keep them healthy and growing. It does this by turning fats, proteins, and carbohydrates into energy post-metabolism by synthesizing sterols and fatty acids. Also, in terms of how it interacts with outside forces such as heat and acid, it is far more stable than the other B chain vitamin, B1 which is prone to act up on occasion.</p>";"RIBO-1KG";"Y";"1";"1";"0"
